Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Gender_F,Gender_M
5,1,235.0,5,10,1920.0,0,0,0,0,1,1,0,0,0,1,0,1,0
7,5,269.0,4,2,1592.0,0,0,0,1,0,1,0,0,0,0,1,0,1
6,2,243.0,4,4,1768.0,0,0,0,0,1,1,0,0,0,1,0,0,1
7,2,253.0,4,1,1294.0,1,0,0,0,0,1,0,0,0,1,0,0,1
5,1,266.0,5,2,1798.0,0,1,0,0,0,1,0,0,0,0,1,1,0
5,3,154.0,4,3,1066.0,0,0,1,0,0,1,0,0,0,1,0,1,0
4,3,245.0,5,4,1470.0,0,0,0,0,1,1,0,0,0,1,0,0,1
4,5,275.0,5,8,1093.0,0,0,0,1,0,1,0,0,0,0,1,1,0
6,1,261.0,4,10,1290.0,0,0,0,0,1,1,0,0,0,0,1,0,1
4,5,273.0,5,2,1441.0,1,0,0,0,0,1,0,0,0,1,0,0,1
6,4,303.0,5,5,1195.0,0,1,0,0,0,1,0,0,0,1,0,0,1
5,1,255.0,5,3,1574.0,0,0,1,0,0,1,0,0,0,1,0,0,1
4,4,225.0,5,1,1476.0,0,0,0,0,1,1,0,0,0,1,0,1,0
4,5,233.0,6,8,1176.0,0,0,0,1,0,1,0,0,0,1,0,0,1
6,1,285.0,4,3,4157.5,0,0,0,0,1,1,0,0,0,1,0,1,0
5,5,272.0,4,10,1383.0,1,0,0,0,0,0,0,1,0,0,1,0,1
7,5,273.0,4,9,1329.0,0,1,0,0,0,0,0,1,0,0,1,0,1
4,3,253.0,6,4,1788.0,0,0,1,0,0,0,0,1,0,1,0,1,0
6,2,279.0,4,4,1148.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,2,235.0,5,8,1021.0,0,0,0,1,0,0,0,1,0,1,0,0,1
4,1,255.0,5,9,1793.0,0,0,0,0,1,0,0,1,0,1,0,1,0
7,5,301.0,4,7,1727.0,1,0,0,0,0,0,0,1,0,1,0,1,0
7,1,245.0,4,4,4157.5,0,1,0,0,0,0,0,1,0,0,1,0,1
7,5,265.0,4,1,1601.0,0,0,1,0,0,0,0,1,0,1,0,1,0
4,4,252.0,5,2,1995.0,0,0,0,0,1,0,0,1,0,0,1,0,1
6,1,281.0,4,2,1592.0,0,0,0,1,0,0,0,1,0,0,1,0,1
6,2,269.0,4,10,1166.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,2,271.0,5,4,1633.0,1,0,0,0,0,0,0,1,0,0,1,0,1
5,2,239.0,5,6,1365.0,0,1,0,0,0,0,0,1,0,0,1,1,0
7,5,293.0,4,2,1080.0,0,0,1,0,0,0,0,1,0,1,0,1,0
4,1,165.0,5,1,4170.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,3,202.0,4,9,4917.0,0,0,0,1,0,0,0,1,0,1,0,1,0
4,4,201.0,3,2,5385.0,0,0,0,0,1,0,0,1,0,1,0,1,0
5,5,161.0,3,5,4702.0,1,0,0,0,0,0,0,1,0,1,0,1,0
5,5,193.0,3,3,5037.0,0,1,0,0,0,0,0,1,0,1,0,1,0
3,1,152.0,3,1,4949.0,0,0,1,0,0,0,0,1,0,1,0,0,1
4,4,189.0,2,3,5837.0,0,0,0,0,1,0,0,1,0,0,1,0,1
3,1,159.0,3,10,4784.0,0,0,0,1,0,0,0,1,0,1,0,0,1
5,1,259.0,3,1,5725.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,2,224.0,3,8,5869.0,1,0,0,0,0,0,0,1,0,0,1,0,1
4,4,172.0,2,3,5538.0,0,1,0,0,0,0,0,1,0,0,1,1,0
4,5,148.0,3,5,5216.0,0,0,1,0,0,0,0,1,0,0,1,1,0
4,3,274.0,3,8,4157.5,0,0,0,0,1,0,0,1,0,0,1,1,0
3,1,207.0,4,9,5889.0,0,0,0,1,0,0,0,1,0,1,0,1,0
4,5,159.0,5,2,5654.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,1,198.0,3,3,4965.0,1,0,0,0,0,0,0,1,0,1,0,0,1
4,5,196.0,2,3,5505.0,0,1,0,0,0,0,0,1,0,0,1,1,0
5,1,137.0,2,9,4580.0,0,0,1,0,0,0,0,1,0,1,0,0,1
3,3,192.0,3,4,5479.0,0,0,0,0,1,0,0,1,0,0,1,0,1
3,4,214.0,3,1,5722.0,0,0,0,1,0,0,0,1,0,1,0,1,0
6,3,267.0,4,2,5917.0,0,0,0,0,1,0,0,1,0,0,1,0,1
3,5,205.0,3,9,4565.0,1,0,0,0,0,0,0,1,0,0,1,1,0
2,4,102.0,4,6,5421.0,0,1,0,0,0,0,0,1,0,0,1,1,0
3,2,150.0,2,5,5264.0,0,0,1,0,0,0,0,1,0,0,1,0,1
5,1,176.0,3,3,5919.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,3,169.0,3,1,4647.0,0,0,0,1,0,0,0,1,1,0,0,0,1
4,4,151.0,3,5,4732.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,5,243.0,3,1,4623.0,1,0,0,0,0,0,0,1,0,1,0,0,1
4,2,150.0,2,2,5301.0,0,1,0,0,0,0,0,1,0,1,0,1,0
4,3,229.0,2,6,4226.0,0,0,1,0,0,0,0,1,0,1,0,0,1
6,2,164.0,4,6,5264.0,0,0,0,0,1,0,0,1,0,1,0,0,1
3,5,220.0,3,9,5672.0,0,0,0,1,0,0,0,1,0,1,0,1,0
3,1,187.0,3,7,4607.0,0,0,0,0,1,0,0,1,0,0,1,0,1
5,4,255.0,3,1,5775.0,1,0,0,0,0,0,0,1,0,1,0,1,0
5,4,252.0,3,2,4162.0,0,1,0,0,0,0,0,1,0,0,1,0,1
5,5,242.0,4,2,5359.0,0,0,1,0,0,0,0,1,0,0,1,1,0
3,1,162.0,3,7,4157.5,0,0,0,0,1,0,0,1,0,1,0,0,1
3,2,219.0,3,1,4918.0,0,0,0,1,0,0,0,1,0,0,1,0,1
4,2,248.0,3,2,5028.0,0,0,0,0,1,0,0,1,0,1,0,0,1
4,3,228.0,3,1,5408.0,1,0,0,0,0,0,0,1,0,0,1,1,0
4,4,149.0,2,2,5881.0,0,1,0,0,0,0,0,1,0,0,1,1,0
3,5,206.0,3,9,5751.0,0,0,1,0,0,0,0,1,0,0,1,1,0
3,1,204.0,3,4,4619.0,0,0,0,0,1,0,0,1,0,0,1,0,1
5,3,222.0,4,2,4060.0,0,0,0,1,0,0,0,1,0,0,1,0,1
3,5,248.0,2,1,4108.0,0,0,0,0,1,0,0,1,0,0,1,0,1
3,3,225.0,3,7,4961.0,1,0,0,0,0,0,0,1,0,0,1,1,0
3,2,244.0,2,9,4142.0,0,1,0,0,0,0,0,1,1,0,0,1,0
2,3,184.0,4,3,4719.0,0,0,1,0,0,0,0,1,0,0,1,0,1
4,5,223.0,3,9,5649.0,0,0,0,0,1,0,0,1,0,1,0,0,1
4,2,133.0,6,9,4879.0,0,0,0,1,0,0,0,1,0,0,1,1,0
4,3,164.0,4,1,4257.0,0,0,0,0,1,0,0,1,0,0,1,0,1
3,5,222.0,4,9,4247.0,1,0,0,0,0,0,0,1,0,0,1,1,0
2,1,198.0,2,8,4323.0,0,1,0,0,0,0,0,1,0,1,0,0,1
5,5,198.0,3,5,4754.0,0,0,1,0,0,0,0,1,0,1,0,1,0
5,1,193.0,6,4,5964.0,0,0,0,0,1,0,0,1,0,0,1,1,0
5,1,149.0,3,9,5173.0,0,0,0,1,0,0,0,1,0,1,0,1,0
4,4,265.0,4,6,4607.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,3,187.0,2,7,4859.0,1,0,0,0,0,0,0,1,0,1,0,1,0
4,5,198.0,2,9,4108.0,0,1,0,0,0,0,0,1,0,0,1,1,0
3,4,177.0,3,1,4965.0,0,0,1,0,0,0,0,1,0,0,1,1,0
5,3,255.0,4,5,5870.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,2,141.0,2,7,5231.0,0,0,0,1,0,0,0,1,0,0,1,1,0
3,2,180.0,2,4,4157.5,0,0,0,0,1,0,0,1,0,0,1,1,0
3,4,254.0,3,4,5830.0,1,0,0,0,0,0,0,1,1,0,0,0,1
2,3,211.0,2,2,4611.0,0,1,0,0,0,0,0,1,0,0,1,0,1
3,4,238.0,2,7,5974.0,0,0,1,0,0,0,0,1,0,0,1,0,1
4,4,239.0,3,6,5632.0,0,0,0,0,1,0,0,1,0,0,1,0,1
4,3,175.0,2,3,4961.0,0,0,0,1,0,0,0,1,0,0,1,0,1
5,2,238.0,2,5,5703.0,0,0,0,0,1,0,0,1,0,1,0,0,1
6,4,268.0,4,5,4126.0,1,0,0,0,0,0,0,1,0,0,1,0,1
4,5,142.0,2,10,5428.0,0,1,0,0,0,0,0,1,0,0,1,0,1
3,2,186.0,2,3,5712.0,0,0,1,0,0,0,0,1,0,0,1,0,1
4,3,154.0,3,4,4867.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,4,229.0,2,9,5672.0,0,0,0,1,0,0,0,1,0,1,0,1,0
3,4,264.0,3,8,4575.0,0,0,0,0,1,0,0,1,0,1,0,0,1
4,3,196.0,3,8,5541.0,1,0,0,0,0,0,0,1,0,0,1,1,0
5,2,169.0,2,4,6000.0,0,1,0,0,0,0,0,1,0,0,1,0,1
3,5,168.0,3,8,5877.0,0,0,1,0,0,0,0,1,0,1,0,0,1
3,4,226.0,2,8,5793.0,0,0,0,0,1,0,1,0,1,0,0,1,0
5,4,189.0,2,4,5575.0,0,0,0,1,0,0,1,0,0,1,0,1,0
4,4,183.0,2,7,4572.0,0,0,0,0,1,0,1,0,0,1,0,1,0
3,1,228.0,2,7,4977.0,1,0,0,0,0,0,1,0,0,1,0,1,0
3,2,260.0,2,7,5553.0,0,1,0,0,0,0,1,0,0,1,0,0,1
4,2,112.0,2,8,4599.0,0,0,1,0,0,0,1,0,0,0,1,1,0
5,5,221.0,3,9,5295.0,0,0,0,0,1,0,1,0,0,0,1,0,1
4,5,258.0,3,8,4046.0,0,0,0,1,0,0,1,0,0,1,0,0,1
4,2,133.0,3,5,5950.0,0,0,0,0,1,0,1,0,0,0,1,1,0
3,1,139.0,3,4,4157.5,1,0,0,0,0,0,1,0,0,1,0,1,0
5,1,251.0,4,10,5931.0,0,1,0,0,0,0,1,0,0,0,1,0,1
5,1,258.0,3,3,4908.0,0,0,1,0,0,0,1,0,1,0,0,0,1
4,2,229.0,2,7,4855.0,0,0,0,0,1,0,1,0,0,0,1,1,0
6,4,220.0,4,5,5465.0,0,0,0,1,0,0,1,0,0,1,0,0,1
5,3,160.0,3,10,4416.0,0,0,0,0,1,0,1,0,0,1,0,1,0
3,1,154.0,3,4,4631.0,1,0,0,0,0,0,1,0,0,0,1,0,1
5,3,197.0,5,1,5581.0,0,1,0,0,0,0,1,0,0,1,0,1,0
4,4,141.0,3,10,4289.0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,2,199.0,2,7,5531.0,0,0,0,0,1,0,1,0,0,0,1,1,0
4,3,187.0,6,9,5872.0,0,0,0,1,0,0,1,0,0,1,0,1,0
3,4,136.0,3,6,4631.0,0,0,0,0,1,0,1,0,0,0,1,0,1
3,4,232.0,5,9,5759.0,1,0,0,0,0,0,1,0,0,0,1,0,1
3,2,257.0,2,9,5085.0,0,1,0,0,0,1,0,0,0,1,0,1,0
4,1,156.0,2,4,5225.0,0,0,1,0,0,1,0,0,0,0,1,0,1
3,5,179.0,3,2,4913.0,0,0,0,0,1,1,0,0,0,1,0,0,1
5,5,182.0,3,9,5388.0,0,0,0,1,0,1,0,0,0,1,0,1,0
4,4,209.0,6,7,4852.0,0,0,0,0,1,1,0,0,0,1,0,1,0
5,5,137.0,3,5,4814.0,1,0,0,0,0,1,0,0,0,0,1,1,0
5,2,174.0,5,8,4656.0,0,1,0,0,0,1,0,0,0,0,1,0,1
3,4,251.0,3,5,5608.0,0,0,1,0,0,1,0,0,0,0,1,0,1
5,4,220.0,2,8,5073.0,0,0,0,0,1,1,0,0,0,0,1,0,1
3,3,196.0,4,9,5631.0,0,0,0,1,0,1,0,0,0,1,0,1,0
3,1,162.0,3,10,5726.0,0,0,0,0,1,1,0,0,0,0,1,1,0
4,2,242.0,2,8,5243.0,1,0,0,0,0,1,0,0,0,0,1,1,0
4,3,226.0,3,10,5305.0,0,1,0,0,0,1,0,0,0,0,1,0,1
3,1,101.0,3,7,4275.0,0,0,1,0,0,1,0,0,0,0,1,0,1
5,2,226.0,3,1,5451.0,0,0,0,0,1,1,0,0,0,0,1,1,0
5,3,280.0,6,5,4585.0,0,0,0,1,0,1,0,0,1,0,0,0,1
4,2,257.0,2,3,4108.0,0,0,0,0,1,1,0,0,1,0,0,0,1
5,5,185.0,5,5,4078.0,1,0,0,0,0,1,0,0,0,1,0,0,1
3,2,199.0,3,8,5431.0,0,1,0,0,0,1,0,0,0,1,0,1,0
3,2,273.0,3,8,5754.0,0,0,1,0,0,1,0,0,1,0,0,0,1
4,5,229.0,4,6,4157.0,0,0,0,0,1,1,0,0,0,0,1,1,0
3,3,199.0,3,1,4006.0,0,0,0,1,0,1,0,0,0,0,1,1,0
3,1,151.0,3,7,4072.0,0,0,0,0,1,0,0,1,0,1,0,1,0
5,1,213.0,2,10,5607.0,1,0,0,0,0,0,0,1,1,0,0,1,0
3,4,151.0,3,3,4938.0,0,1,0,0,0,0,0,1,0,0,1,1,0
4,2,212.0,3,5,5413.0,0,0,1,0,0,0,0,1,0,1,0,0,1
4,3,175.0,3,9,4840.0,0,0,0,0,1,0,0,1,0,1,0,1,0
3,3,182.0,4,2,4746.0,0,0,0,1,0,0,0,1,0,1,0,1,0
5,2,211.0,2,2,5077.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,1,160.0,3,5,5524.0,1,0,0,0,0,0,0,1,0,0,1,1,0
3,5,268.0,2,10,5895.0,0,1,0,0,0,0,0,1,0,0,1,1,0
3,5,188.0,4,3,4033.0,0,0,1,0,0,0,0,1,0,0,1,0,1
3,2,234.0,3,5,4757.0,0,0,0,0,1,0,0,1,0,0,1,0,1
5,1,151.0,4,5,4549.0,0,0,0,1,0,0,0,1,0,1,0,0,1
3,3,150.0,2,9,4100.0,0,0,0,0,1,0,0,1,0,0,1,0,1
3,5,268.0,3,6,4172.0,1,0,0,0,0,0,0,1,0,1,0,1,0
2,4,248.0,3,7,4142.0,0,1,0,0,0,0,0,1,0,1,0,1,0
3,3,232.0,2,8,5544.0,0,0,1,0,0,0,0,1,0,0,1,1,0
5,2,164.0,3,6,4302.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,3,211.0,3,3,5379.0,0,0,0,1,0,0,0,1,0,0,1,0,1
3,5,195.0,2,9,5832.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,5,208.0,2,4,5831.0,1,0,0,0,0,0,0,1,0,1,0,1,0
3,1,176.0,2,4,5726.0,0,1,0,0,0,0,0,1,0,0,1,1,0
5,2,258.0,3,8,4921.0,0,0,1,0,0,0,0,1,0,0,1,1,0
4,4,224.0,3,1,4231.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,4,263.0,3,1,5283.0,0,0,0,1,0,0,0,1,0,0,1,0,1
3,1,203.0,10,7,5917.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,4,266.0,7,10,5901.0,1,0,0,0,0,0,0,1,0,0,1,1,0
6,1,189.0,3,9,5316.0,0,1,0,0,0,0,0,1,0,0,1,1,0
3,1,242.0,8,8,5401.0,0,0,1,0,0,0,0,1,0,0,1,1,0
4,2,265.0,4,3,4120.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,2,138.0,10,1,5721.0,0,0,0,1,0,0,0,1,0,1,0,0,1
4,4,268.0,3,9,4118.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,3,211.0,7,9,5652.0,1,0,0,0,0,0,0,1,1,0,0,0,1
6,3,137.0,8,6,5992.0,0,1,0,0,0,0,0,1,0,1,0,1,0
4,5,234.0,5,2,1087.0,0,0,1,0,0,0,0,1,0,1,0,1,0
5,4,242.0,5,1,1571.0,0,0,0,0,1,0,0,1,0,1,0,0,1
7,2,307.0,4,8,1551.0,0,0,0,1,0,0,0,1,0,1,0,0,1
6,1,260.0,4,6,1766.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,4,239.0,5,6,1239.0,1,0,0,0,0,0,0,1,0,1,0,1,0
6,2,305.0,4,9,1567.0,0,1,0,0,0,0,0,1,0,1,0,1,0
5,2,254.0,6,5,1885.0,0,0,1,0,0,0,0,1,0,1,0,0,1
2,1,258.0,5,10,1221.0,0,0,0,0,1,0,0,1,0,1,0,0,1
5,3,267.0,6,8,1421.0,0,0,0,1,0,0,0,1,0,1,0,1,0
4,3,246.0,5,7,1134.0,0,0,0,0,1,0,0,1,0,1,0,0,1
4,3,246.0,5,1,1673.0,1,0,0,0,0,0,0,1,0,1,0,1,0
4,4,261.0,5,2,1690.0,0,1,0,0,0,0,0,1,0,0,1,1,0
5,5,239.0,5,6,1887.0,0,0,1,0,0,0,0,1,0,1,0,0,1
5,5,245.0,5,5,1381.0,0,0,0,0,1,0,0,1,0,1,0,0,1
5,1,237.0,5,8,1150.0,0,0,0,1,0,0,0,1,0,0,1,1,0
7,3,307.0,4,1,1589.0,0,0,0,0,1,0,0,1,0,1,0,1,0
5,4,252.0,5,2,1847.0,1,0,0,0,0,0,0,1,0,1,0,0,1
5,2,225.0,5,5,1015.0,0,1,0,0,0,0,0,1,0,1,0,0,1
6,4,258.0,4,9,1104.0,0,0,1,0,0,0,0,1,0,1,0,0,1
7,5,254.0,4,6,1491.0,0,0,0,0,1,0,0,1,0,0,1,1,0
5,1,232.0,5,6,1427.0,0,0,0,1,0,0,0,1,0,1,0,0,1
7,1,255.0,4,8,1088.0,0,0,0,0,1,0,0,1,0,0,1,1,0
5,3,235.0,5,4,1990.0,1,0,0,0,0,0,0,1,0,1,0,0,1
7,1,269.0,4,4,1118.0,0,1,0,0,0,0,0,1,0,0,1,0,1
3,1,211.0,3,1,4889.0,0,0,1,0,0,0,0,1,0,0,1,0,1
3,4,195.0,2,10,4031.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,5,208.0,2,1,4039.0,0,0,0,1,0,0,0,1,0,1,0,0,1
3,5,176.0,2,8,5597.0,0,0,0,0,1,0,0,1,0,0,1,1,0
5,1,258.0,3,8,5694.0,1,0,0,0,0,0,0,1,0,0,1,1,0
4,3,224.0,3,6,5054.0,0,1,0,0,0,0,0,1,0,0,1,1,0
4,3,263.0,3,3,4677.0,0,0,1,0,0,0,0,1,0,0,1,0,1
3,5,203.0,10,1,4996.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,4,266.0,7,3,5672.0,0,0,0,1,0,0,0,1,0,0,1,0,1
6,3,189.0,3,3,5062.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,1,242.0,8,4,4943.0,1,0,0,0,0,0,0,1,0,0,1,0,1
4,2,265.0,4,10,4575.0,0,1,0,0,0,0,0,1,0,0,1,1,0
3,1,138.0,10,4,4496.0,0,0,1,0,0,0,0,1,0,1,0,1,0
4,3,268.0,3,10,5998.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,1,211.0,7,4,4476.0,0,0,0,1,0,0,0,1,1,0,0,0,1
6,4,137.0,8,9,4374.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,5,234.0,5,3,1469.0,1,0,0,0,0,0,0,1,0,1,0,1,0
5,1,242.0,5,8,1815.0,0,1,0,0,0,0,0,1,0,1,0,1,0
7,1,307.0,4,4,1371.0,0,0,1,0,0,0,0,1,0,1,0,0,1
6,3,260.0,4,1,1775.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,5,239.0,5,6,1336.0,0,0,0,1,0,0,0,1,0,1,0,0,1
6,2,305.0,4,2,1196.0,0,0,0,0,1,0,0,1,0,1,0,0,1
5,1,254.0,6,1,1021.0,1,0,0,0,0,0,0,1,0,1,0,0,1
2,3,258.0,5,6,1727.0,0,1,0,0,0,0,0,1,0,1,0,1,0
5,1,267.0,6,3,1803.0,0,0,1,0,0,0,0,1,0,1,0,0,1
4,5,246.0,5,2,1024.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,3,246.0,5,5,1395.0,0,0,0,1,0,0,0,1,0,1,0,0,1
4,4,261.0,5,2,1829.0,0,0,0,0,1,0,0,1,0,0,1,1,0
5,3,239.0,5,10,1784.0,1,0,0,0,0,0,0,1,0,1,0,0,1
5,5,245.0,5,10,1289.0,0,1,0,0,0,0,0,1,0,1,0,0,1
5,3,237.0,5,4,1567.0,0,0,1,0,0,0,0,1,0,0,1,1,0
7,1,307.0,4,2,1983.0,0,0,0,0,1,0,0,1,0,1,0,0,1
5,1,252.0,5,4,1308.0,0,0,0,1,0,0,0,1,0,1,0,0,1
5,4,225.0,5,6,2000.0,0,0,0,0,1,0,0,1,0,1,0,1,0
6,3,281.0,4,8,1884.0,1,0,0,0,0,0,0,1,0,0,1,1,0
6,5,269.0,4,7,1249.0,0,1,0,0,0,0,0,1,0,0,1,1,0
4,1,271.0,5,3,1328.0,0,0,1,0,0,0,1,0,0,0,1,1,0
5,2,239.0,5,6,1310.0,0,0,0,0,1,0,1,0,0,0,1,1,0
7,5,308.0,4,1,1477.0,0,0,0,1,0,0,1,0,0,0,1,0,1
6,1,256.0,4,7,1372.0,0,0,0,0,1,0,1,0,0,1,0,1,0
4,5,251.0,5,7,1070.0,1,0,0,0,0,0,1,0,0,0,1,1,0
5,3,270.0,5,9,1764.0,0,1,0,0,0,0,1,0,0,0,1,0,1
6,4,289.0,4,1,1656.0,0,0,1,0,0,0,1,0,0,1,0,1,0
6,4,253.0,4,6,1961.0,0,0,0,0,1,0,1,0,0,0,1,1,0
7,3,305.0,4,5,1198.0,0,0,0,1,0,0,1,0,0,0,1,1,0
3,4,219.0,6,2,1837.0,0,0,0,0,1,0,1,0,0,1,0,1,0
4,1,231.0,5,10,1144.0,1,0,0,0,0,0,1,0,0,0,1,1,0
6,4,298.0,4,8,1437.0,0,1,0,0,0,0,1,0,0,0,1,1,0
6,5,282.0,4,4,1035.0,0,0,1,0,0,0,1,0,0,1,0,0,1
5,3,240.0,5,4,1389.0,0,0,0,0,1,0,1,0,0,1,0,0,1
5,2,223.0,5,6,1883.0,0,0,0,1,0,0,1,0,0,0,1,1,0
4,1,226.0,5,9,1530.0,0,0,0,0,1,0,1,0,0,1,0,0,1
5,5,253.0,5,4,1482.0,1,0,0,0,0,0,1,0,0,1,0,1,0
6,4,249.0,4,2,1516.0,0,1,0,0,0,0,1,0,0,1,0,0,1
6,4,294.0,4,5,1174.0,0,0,1,0,0,0,1,0,0,0,1,0,1
5,1,225.0,5,2,1812.0,0,0,0,0,1,0,1,0,0,1,0,0,1
6,5,253.0,4,2,1893.0,0,0,0,1,0,0,1,0,0,1,0,0,1
5,1,236.0,5,10,1961.0,0,0,0,0,1,0,1,0,0,0,1,0,1
7,2,284.0,4,1,1085.0,1,0,0,0,0,1,0,0,0,1,0,1,0
5,2,244.0,5,1,1875.0,0,1,0,0,0,1,0,0,0,1,0,0,1
6,3,269.0,4,4,1948.0,0,0,1,0,0,1,0,0,0,1,0,1,0
6,5,308.0,4,7,1078.0,0,0,0,0,1,1,0,0,0,1,0,1,0
6,4,270.0,4,10,1698.0,0,0,0,1,0,1,0,0,0,1,0,1,0
5,3,238.0,5,1,1871.0,0,0,0,0,1,1,0,0,0,1,0,0,1
4,5,295.0,3,2,1693.0,1,0,0,0,0,1,0,0,0,1,0,1,0
2,2,310.0,3,1,1549.0,0,1,0,0,0,1,0,0,0,1,0,0,1
6,2,290.0,4,1,1111.0,0,0,1,0,0,1,0,0,0,0,1,0,1
7,2,288.0,4,4,1321.0,0,0,0,0,1,1,0,0,1,0,0,0,1
6,5,299.0,4,2,1192.0,0,0,0,1,0,1,0,0,0,1,0,0,1
6,5,243.0,4,6,1898.0,0,0,0,0,1,1,0,0,0,1,0,1,0
5,3,229.0,5,1,1196.0,1,0,0,0,0,1,0,0,0,1,0,1,0
6,2,288.0,4,9,1405.0,0,1,0,0,0,1,0,0,0,0,1,0,1
6,3,276.0,4,6,1670.0,0,0,1,0,0,1,0,0,0,1,0,0,1
7,4,270.0,4,5,1735.0,0,0,0,0,1,1,0,0,0,0,1,1,0
4,3,246.0,5,10,1646.0,0,0,0,1,0,1,0,0,0,0,1,0,1
5,5,269.0,5,5,1742.0,0,0,0,0,1,1,0,0,0,1,0,0,1
5,3,241.0,5,2,1834.0,1,0,0,0,0,1,0,0,0,1,0,1,0
4,4,248.0,5,2,1651.0,0,1,0,0,0,1,0,0,0,0,1,0,1
6,2,271.0,4,3,1636.0,0,0,1,0,0,1,0,0,0,0,1,0,1
4,5,250.0,5,6,1662.0,0,0,0,0,1,1,0,0,0,0,1,0,1
5,5,229.0,5,2,1975.0,0,0,0,1,0,0,0,1,0,0,1,0,1
7,3,296.0,4,4,1392.0,0,0,0,0,1,0,0,1,0,1,0,0,1
6,1,307.0,4,3,1977.0,1,0,0,0,0,0,0,1,0,1,0,1,0
7,1,258.0,4,3,1482.0,0,1,0,0,0,0,0,1,0,1,0,1,0
6,2,255.0,4,3,1355.0,0,0,1,0,0,0,0,1,0,0,1,1,0
5,3,163.0,3,1,1836.0,0,0,0,0,1,0,0,1,0,0,1,0,1
5,5,265.0,6,4,1937.0,0,0,0,1,0,0,0,1,0,1,0,0,1
4,3,269.0,5,2,1273.0,0,0,0,0,1,0,0,1,0,1,0,0,1
6,3,273.0,5,8,1746.0,1,0,0,0,0,0,0,1,0,1,0,0,1
5,5,257.0,5,5,1657.0,0,1,0,0,0,0,0,1,0,1,0,0,1
6,3,258.0,4,9,1924.0,0,0,1,0,0,0,0,1,0,0,1,0,1
5,3,140.0,5,6,1823.0,0,0,0,0,1,0,0,1,0,0,1,1,0
5,2,268.0,5,2,1061.0,0,0,0,1,0,0,0,1,0,0,1,1,0
6,4,279.0,4,5,1241.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,3,225.0,5,3,1224.0,1,0,0,0,0,0,0,1,0,0,1,0,1
6,4,296.0,4,5,1782.0,0,1,0,0,0,0,0,1,0,0,1,0,1
5,3,162.0,4,6,1968.0,0,0,1,0,0,0,0,1,0,1,0,1,0
4,3,208.0,3,7,4525.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,2,185.0,2,3,5356.0,0,0,0,1,0,0,0,1,0,0,1,1,0
4,4,270.0,2,6,5221.0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,1,266.0,3,8,4574.0,1,0,0,0,0,0,0,1,0,1,0,1,0
4,5,148.0,2,2,4883.0,0,1,0,0,0,0,0,1,0,1,0,0,1
4,5,201.0,3,1,5898.0,0,0,1,0,0,0,0,1,0,1,0,1,0
4,1,171.0,2,1,5717.0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,3,236.0,3,1,4752.0,0,0,0,1,0,0,0,1,0,1,0,0,1
4,4,220.0,3,4,5622.0,0,0,0,0,1,0,0,1,0,1,0,1,0
4,2,161.0,4,9,4713.0,1,0,0,0,0,0,0,1,0,1,0,1,0
5,1,241.0,3,7,5342.0,0,1,0,0,0,0,0,1,0,1,0,0,1
5,4,208.0,2,9,4569.0,0,0,1,0,0,0,0,1,0,1,0,0,1
6,5,150.0,3,3,5747.0,0,0,0,0,1,0,0,1,0,0,1,0,1
4,3,233.0,2,3,4748.0,0,0,0,1,0,0,0,1,0,0,1,1,0
2,2,98.0,5,10,4368.0,0,0,0,0,1,0,0,1,0,0,1,0,1
