,level_0,index,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,cluster
31663,31663,31666,INN31667,2,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,6,28,Offline,0,0,0,85.6,0,Not_Canceled,1
31664,31664,31667,INN31668,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,2018,12,16,Online,0,0,0,86.0,0,Not_Canceled,2
31665,31665,31668,INN31669,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled,1
31666,31666,31669,INN31670,1,0,0,2,Meal Plan 1,0,Room_Type 1,4,2017,9,15,Corporate,0,0,0,40.0,0,Not_Canceled,5
31667,31667,31670,INN31671,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Offline,0,0,0,62.8,0,Canceled,1
31668,31668,31671,INN31672,2,0,0,3,Not Selected,0,Room_Type 1,15,2018,5,31,Online,0,0,0,109.0,1,Not_Canceled,3
31669,31669,31672,INN31673,2,1,1,4,Meal Plan 1,0,Room_Type 4,69,2018,4,27,Online,0,0,0,108.53,2,Not_Canceled,4
31670,31670,31673,INN31674,2,2,2,2,Meal Plan 1,0,Room_Type 6,15,2017,9,20,Online,0,0,0,174.0,2,Not_Canceled,6
31671,31671,31674,INN31675,2,1,0,2,Meal Plan 1,0,Room_Type 1,155,2018,8,16,Online,0,0,0,130.5,0,Canceled,2
31672,31672,31675,INN31676,2,0,1,3,Not Selected,0,Room_Type 1,83,2018,11,3,Online,0,0,0,79.2,0,Canceled,3
31673,31673,31676,INN31677,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled,1
31674,31674,31677,INN31678,2,0,2,1,Meal Plan 1,0,Room_Type 1,32,2018,1,24,Corporate,0,0,0,64.0,0,Not_Canceled,5
31675,31675,31678,INN31679,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2017,8,10,Offline,0,0,0,75.0,0,Not_Canceled,1
31676,31676,31679,INN31680,3,0,1,3,Meal Plan 1,0,Room_Type 4,85,2018,4,28,Online,0,0,0,143.23,0,Canceled,4
31677,31677,31680,INN31681,3,0,2,2,Meal Plan 1,0,Room_Type 4,165,2018,10,28,Online,0,0,0,123.3,2,Canceled,4
31678,31678,31681,INN31682,2,0,0,1,Meal Plan 1,0,Room_Type 1,29,2017,9,12,Offline,0,0,0,76.5,0,Not_Canceled,1
31679,31679,31682,INN31683,2,0,1,0,Meal Plan 1,0,Room_Type 1,78,2018,8,7,Online,0,0,0,117.9,0,Canceled,2
31680,31680,31683,INN31684,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,11,5,Offline,0,0,0,130.0,0,Not_Canceled,1
31681,31681,31684,INN31685,2,0,0,2,Meal Plan 1,0,Room_Type 4,83,2018,8,12,Online,0,0,0,140.4,1,Canceled,4
31682,31682,31685,INN31686,2,0,1,1,Meal Plan 1,0,Room_Type 1,19,2017,9,21,Offline,0,0,0,48.0,0,Canceled,1
31683,31683,31686,INN31687,2,0,2,3,Meal Plan 1,0,Room_Type 1,98,2018,3,17,Online,0,0,0,73.95,0,Not_Canceled,2
31684,31684,31687,INN31688,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled,7
31685,31685,31688,INN31689,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled,1
31686,31686,31689,INN31690,1,0,0,3,Meal Plan 1,0,Room_Type 1,198,2018,10,18,Online,0,0,0,90.9,0,Canceled,2
31687,31687,31690,INN31691,2,0,0,2,Meal Plan 1,0,Room_Type 4,40,2018,4,22,Online,0,0,0,118.8,0,Canceled,4
31688,31688,31691,INN31692,3,0,1,1,Meal Plan 1,0,Room_Type 4,6,2018,4,16,Online,0,0,0,152.0,0,Canceled,4
31689,31689,31692,INN31693,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,28,Offline,1,0,9,45.0,2,Not_Canceled,1
31690,31690,31693,INN31694,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled,1
31691,31691,31694,INN31695,2,0,1,2,Meal Plan 1,0,Room_Type 1,199,2018,11,4,Offline,0,0,0,68.0,1,Not_Canceled,1
31692,31692,31695,INN31696,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled,7
31693,31693,31696,INN31697,2,0,0,2,Not Selected,0,Room_Type 1,31,2018,4,15,Online,0,0,0,103.5,0,Canceled,3
31694,31694,31697,INN31698,2,0,2,2,Meal Plan 1,0,Room_Type 1,13,2018,4,2,Online,0,0,0,120.0,0,Canceled,2
31695,31695,31698,INN31699,1,0,1,2,Meal Plan 1,0,Room_Type 1,6,2018,2,15,Offline,0,0,0,63.0,0,Not_Canceled,1
31696,31696,31699,INN31700,1,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,90.0,0,Not_Canceled,7
31697,31697,31700,INN31701,2,1,2,3,Meal Plan 2,0,Room_Type 1,38,2018,5,6,Online,0,0,0,149.68,0,Canceled,9
31698,31698,31701,INN31702,1,0,0,3,Meal Plan 1,1,Room_Type 1,7,2018,8,23,Corporate,0,0,0,67.0,1,Not_Canceled,5
31699,31699,31702,INN31703,2,0,0,5,Not Selected,0,Room_Type 1,163,2018,8,23,Online,0,0,0,84.15,0,Canceled,3
31700,31700,31703,INN31704,2,0,1,4,Meal Plan 1,1,Room_Type 1,6,2018,3,14,Online,0,0,0,118.0,1,Not_Canceled,2
31701,31701,31704,INN31705,2,0,2,3,Meal Plan 1,0,Room_Type 1,152,2018,8,25,Online,0,0,0,96.3,0,Canceled,2
31702,31702,31705,INN31706,2,0,0,4,Meal Plan 1,0,Room_Type 1,61,2018,5,11,Online,0,0,0,92.28,0,Canceled,2
31703,31703,31706,INN31707,2,0,0,4,Meal Plan 1,0,Room_Type 4,0,2018,12,7,Online,0,0,0,108.88,2,Not_Canceled,4
31704,31704,31707,INN31708,2,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,91.0,0,Not_Canceled,1
31705,31705,31708,INN31709,2,0,1,0,Meal Plan 1,0,Room_Type 1,42,2018,10,10,Online,0,0,0,126.0,1,Canceled,2
31706,31706,31709,INN31710,2,0,0,4,Meal Plan 1,0,Room_Type 1,22,2017,12,8,Offline,0,0,0,43.5,0,Not_Canceled,1
31707,31707,31710,INN31711,2,0,2,0,Not Selected,0,Room_Type 1,84,2018,11,20,Online,0,0,0,71.28,0,Canceled,3
31708,31708,31711,INN31712,2,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,4,21,Online,0,0,0,81.08,0,Canceled,2
31709,31709,31712,INN31713,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,7,20,Online,0,0,0,111.0,0,Not_Canceled,2
31710,31710,31713,INN31714,2,0,2,3,Meal Plan 1,0,Room_Type 1,62,2017,9,20,Online,0,0,0,68.72,0,Not_Canceled,2
31711,31711,31714,INN31715,1,0,0,2,Meal Plan 1,0,Room_Type 1,65,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled,1
31712,31712,31715,INN31716,3,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,8,6,Offline,0,0,0,86.36,0,Canceled,1
31713,31713,31716,INN31717,1,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,5,13,Online,0,0,0,135.0,0,Canceled,2
31714,31714,31717,INN31718,2,0,2,2,Meal Plan 1,0,Room_Type 1,41,2018,6,19,Online,0,0,0,108.45,1,Not_Canceled,2
31715,31715,31718,INN31719,3,0,1,1,Meal Plan 1,0,Room_Type 1,93,2018,12,10,Offline,0,0,0,92.65,0,Not_Canceled,1
31716,31716,31719,INN31720,2,1,2,4,Meal Plan 1,0,Room_Type 1,132,2018,7,14,Online,0,0,0,114.75,0,Canceled,2
31717,31717,31720,INN31721,2,0,0,2,Not Selected,0,Room_Type 1,9,2018,8,26,Online,0,0,0,137.0,0,Not_Canceled,3
31718,31718,31721,INN31722,2,2,0,1,Meal Plan 1,0,Room_Type 6,88,2018,11,26,Online,0,0,0,156.6,1,Canceled,6
31719,31719,31722,INN31723,2,0,2,2,Meal Plan 1,0,Room_Type 1,111,2018,6,17,Online,0,0,0,129.65,1,Not_Canceled,2
31720,31720,31723,INN31724,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100.0,0,Not_Canceled,1
31721,31721,31724,INN31725,2,0,1,1,Meal Plan 1,0,Room_Type 2,35,2018,2,15,Online,0,0,0,69.53,0,Not_Canceled,8
31722,31722,31725,INN31726,2,0,1,3,Meal Plan 1,0,Room_Type 1,212,2018,5,30,Online,0,0,0,84.31,0,Canceled,2
31723,31723,31726,INN31727,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled,1
31724,31724,31727,INN31728,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,2,Offline,0,0,0,55.0,0,Not_Canceled,1
31725,31725,31728,INN31729,2,0,0,1,Meal Plan 1,0,Room_Type 4,37,2018,5,21,Online,0,0,0,108.11,1,Not_Canceled,4
31726,31726,31729,INN31730,2,0,2,5,Meal Plan 1,0,Room_Type 1,64,2018,9,1,Online,0,0,0,98.1,3,Not_Canceled,2
31727,31727,31730,INN31731,2,0,1,3,Meal Plan 2,0,Room_Type 1,191,2018,8,8,Online,0,0,0,131.75,2,Canceled,9
31728,31728,31731,INN31732,2,0,0,3,Meal Plan 1,0,Room_Type 1,20,2018,11,24,Online,0,0,0,104.0,2,Not_Canceled,2
31729,31729,31732,INN31733,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,11,17,Corporate,0,0,0,62.0,1,Not_Canceled,5
31730,31730,31733,INN31734,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110.0,0,Canceled,1
31731,31731,31734,INN31735,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52.0,0,Canceled,1
31732,31732,31735,INN31736,2,0,0,2,Meal Plan 1,0,Room_Type 1,137,2018,11,15,Online,0,0,0,90.0,1,Canceled,2
31733,31733,31736,INN31737,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,5,30,Corporate,1,0,5,65.0,0,Not_Canceled,5
31734,31734,31737,INN31738,2,0,0,3,Not Selected,0,Room_Type 1,260,2018,9,22,Online,0,0,0,113.4,0,Canceled,3
31735,31735,31738,INN31739,2,0,1,2,Not Selected,0,Room_Type 1,21,2018,10,3,Online,0,0,0,99.33,1,Not_Canceled,3
31736,31736,31739,INN31740,2,0,0,2,Meal Plan 1,0,Room_Type 4,3,2018,4,15,Online,0,0,0,146.0,0,Canceled,4
31737,31737,31740,INN31741,2,0,0,2,Meal Plan 2,0,Room_Type 4,80,2017,10,9,Offline,0,0,0,136.0,0,Not_Canceled,7
31738,31738,31741,INN31742,2,0,1,3,Not Selected,0,Room_Type 1,76,2018,2,11,Online,0,0,0,51.09,0,Not_Canceled,3
31739,31739,31742,INN31743,2,0,2,1,Not Selected,0,Room_Type 1,34,2018,9,25,Online,0,0,0,82.23,1,Not_Canceled,3
31740,31740,31743,INN31744,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,109.0,0,Canceled,7
31741,31741,31744,INN31745,1,0,1,2,Meal Plan 1,0,Room_Type 1,10,2017,8,21,Online,0,0,0,80.0,2,Not_Canceled,2
31742,31742,31745,INN31746,2,0,0,3,Meal Plan 1,0,Room_Type 1,89,2017,7,9,Online,0,0,0,76.5,1,Canceled,2
31743,31743,31746,INN31747,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,12,10,Online,0,0,0,133.0,0,Not_Canceled,4
31744,31744,31747,INN31748,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,4,7,Online,0,0,0,89.0,1,Not_Canceled,3
31745,31745,31748,INN31749,2,0,0,1,Not Selected,0,Room_Type 1,100,2018,11,12,Online,0,0,0,79.2,1,Not_Canceled,3
31746,31746,31749,INN31750,2,0,0,1,Not Selected,0,Room_Type 1,103,2018,4,21,Online,0,0,0,76.5,0,Canceled,3
31747,31747,31750,INN31751,2,0,0,3,Meal Plan 1,0,Room_Type 4,157,2018,5,5,Online,0,0,0,127.0,0,Canceled,4
31748,31748,31751,INN31752,2,0,1,3,Meal Plan 1,0,Room_Type 4,121,2018,8,15,Online,0,0,0,125.55,1,Not_Canceled,4
31749,31749,31752,INN31753,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled,1
31750,31750,31753,INN31754,2,0,0,4,Meal Plan 1,0,Room_Type 1,57,2018,3,30,Online,0,0,0,85.85,1,Not_Canceled,2
31751,31751,31754,INN31755,1,0,1,1,Meal Plan 1,0,Room_Type 4,0,2017,10,19,Online,0,0,0,89.0,1,Not_Canceled,4
31752,31752,31755,INN31756,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,26,Offline,0,0,0,38.67,0,Not_Canceled,1
31753,31753,31756,INN31757,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120.0,0,Canceled,1
31754,31754,31757,INN31758,1,0,1,1,Meal Plan 1,0,Room_Type 1,92,2018,4,4,Online,0,0,0,81.9,1,Canceled,2
31755,31755,31758,INN31759,2,0,0,1,Meal Plan 1,0,Room_Type 1,23,2018,2,13,Online,0,0,0,91.0,1,Not_Canceled,2
31756,31756,31759,INN31760,2,0,1,3,Meal Plan 1,0,Room_Type 1,1,2017,8,10,Online,0,0,0,105.0,0,Not_Canceled,2
31757,31757,31760,INN31761,2,0,1,2,Meal Plan 1,0,Room_Type 1,159,2018,8,8,Online,0,0,0,114.3,0,Canceled,2
31758,31758,31761,INN31762,2,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,6,2,Online,0,0,0,120.0,1,Not_Canceled,2
31759,31759,31762,INN31763,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled,7
31760,31760,31763,INN31764,2,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,9,23,Online,0,0,0,139.13,1,Not_Canceled,2
31761,31761,31764,INN31765,2,0,0,1,Meal Plan 2,0,Room_Type 1,100,2017,10,16,Offline,0,0,0,108.0,0,Canceled,7
31762,31762,31765,INN31766,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,11,30,Online,0,0,0,75.0,0,Not_Canceled,2
31763,31763,31766,INN31767,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,6,22,Online,0,0,0,113.0,1,Not_Canceled,3
31764,31764,31767,INN31768,2,0,1,0,Meal Plan 1,0,Room_Type 1,25,2017,12,14,Offline,0,0,0,70.0,0,Not_Canceled,1
31765,31765,31768,INN31769,2,0,1,2,Meal Plan 1,0,Room_Type 1,249,2018,10,28,Online,0,0,0,96.3,0,Canceled,2
31766,31766,31769,INN31770,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled,1
31767,31767,31770,INN31771,2,0,4,10,Meal Plan 1,0,Room_Type 4,232,2018,8,29,Online,0,0,0,104.13,1,Canceled,4
31768,31768,31771,INN31772,1,0,0,1,Meal Plan 1,0,Room_Type 4,33,2018,8,26,Online,0,0,0,149.4,0,Canceled,4
31769,31769,31772,INN31773,2,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,5,2,Corporate,1,3,29,75.0,0,Not_Canceled,5
31770,31770,31773,INN31774,1,0,1,1,Meal Plan 1,0,Room_Type 1,10,2018,7,4,Corporate,0,0,0,137.7,0,Not_Canceled,5
31771,31771,31774,INN31775,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,2018,11,11,Offline,0,0,0,90.0,0,Not_Canceled,1
31772,31772,31775,INN31776,1,0,0,1,Meal Plan 1,1,Room_Type 1,1,2017,12,16,Online,0,0,0,90.0,0,Not_Canceled,2
31773,31773,31776,INN31777,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,85.0,1,Not_Canceled,1
31774,31774,31777,INN31778,2,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,12,18,Online,0,0,0,88.4,2,Not_Canceled,2
31775,31775,31778,INN31779,2,0,0,4,Meal Plan 1,0,Room_Type 1,20,2017,9,2,Online,0,0,0,80.85,2,Not_Canceled,2
31776,31776,31779,INN31780,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,Not_Canceled,7
31777,31777,31780,INN31781,2,2,2,4,Meal Plan 1,0,Room_Type 6,98,2018,4,23,Online,0,0,0,167.45,0,Canceled,6
31778,31778,31781,INN31782,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65.0,0,Not_Canceled,1
31779,31779,31782,INN31783,2,0,1,3,Meal Plan 1,0,Room_Type 1,194,2018,9,1,Online,0,0,0,102.85,0,Canceled,2
31780,31780,31783,INN31784,1,0,1,0,Meal Plan 1,0,Room_Type 1,10,2018,8,21,Online,0,0,0,134.0,0,Canceled,2
31781,31781,31784,INN31785,2,0,0,2,Not Selected,0,Room_Type 1,4,2018,3,18,Online,0,0,0,87.01,1,Not_Canceled,3
31782,31782,31785,INN31786,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2018,12,8,Online,0,0,0,108.67,0,Not_Canceled,2
31783,31783,31786,INN31787,1,0,0,1,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,90.0,0,Not_Canceled,1
31784,31784,31787,INN31788,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2017,8,11,Corporate,0,0,0,75.0,0,Not_Canceled,5
31785,31785,31788,INN31789,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled,1
31786,31786,31789,INN31790,2,0,2,3,Meal Plan 1,0,Room_Type 4,36,2018,9,24,Online,0,0,0,139.14,0,Canceled,4
31787,31787,31790,INN31791,2,0,0,3,Meal Plan 1,0,Room_Type 1,271,2018,9,21,Offline,0,0,0,101.33,1,Canceled,1
31788,31788,31791,INN31792,2,0,1,1,Not Selected,0,Room_Type 1,7,2018,6,4,Online,0,0,0,119.0,0,Not_Canceled,3
31789,31789,31792,INN31793,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,9,3,Online,0,0,0,149.0,1,Not_Canceled,3
31790,31790,31793,INN31794,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,29,Corporate,0,0,0,85.0,0,Not_Canceled,5
31791,31791,31794,INN31795,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,61.0,0,Canceled,1
31792,31792,31795,INN31796,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,7
31793,31793,31796,INN31797,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,Canceled,7
31794,31794,31797,INN31798,2,0,1,2,Meal Plan 1,0,Room_Type 1,25,2018,5,30,Online,0,0,0,123.0,0,Canceled,2
31795,31795,31798,INN31799,2,0,2,4,Meal Plan 1,0,Room_Type 4,81,2018,10,21,Online,0,0,0,123.0,2,Canceled,4
31796,31796,31799,INN31800,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100.0,0,Not_Canceled,1
31797,31797,31800,INN31801,2,2,0,2,Meal Plan 1,0,Room_Type 6,146,2018,8,11,Online,0,0,0,186.3,0,Not_Canceled,6
31798,31798,31801,INN31802,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,Canceled,7
31799,31799,31802,INN31803,2,2,1,4,Meal Plan 1,0,Room_Type 2,41,2018,2,22,Online,0,0,0,139.5,0,Not_Canceled,8
31800,31800,31803,INN31804,2,2,1,1,Meal Plan 1,0,Room_Type 6,133,2018,8,8,Online,0,0,0,186.3,1,Not_Canceled,6
31801,31801,31804,INN31805,2,0,0,2,Meal Plan 1,0,Room_Type 1,263,2018,10,21,Offline,0,0,0,110.0,0,Canceled,1
31802,31802,31805,INN31806,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,7
31803,31803,31806,INN31807,2,0,2,1,Meal Plan 1,0,Room_Type 1,19,2017,12,5,Online,0,0,0,69.0,2,Not_Canceled,2
31804,31804,31807,INN31808,2,1,1,2,Meal Plan 1,0,Room_Type 1,156,2018,7,25,Online,0,0,0,121.5,0,Canceled,2
31805,31805,31808,INN31809,2,0,0,2,Not Selected,0,Room_Type 1,53,2018,5,31,Online,0,0,0,116.1,0,Canceled,3
31806,31806,31809,INN31810,2,0,0,1,Not Selected,0,Room_Type 1,39,2018,12,27,Online,0,0,0,74.8,2,Not_Canceled,3
31807,31807,31810,INN31811,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,2018,3,17,Corporate,0,0,0,80.0,1,Not_Canceled,5
31808,31808,31811,INN31812,1,0,1,1,Meal Plan 1,0,Room_Type 1,82,2018,5,2,Offline,0,0,0,80.0,1,Not_Canceled,1
31809,31809,31812,INN31813,1,0,0,3,Meal Plan 1,0,Room_Type 4,47,2018,9,13,Offline,0,0,0,120.0,0,Not_Canceled,4
31810,31810,31813,INN31814,2,0,1,0,Meal Plan 1,0,Room_Type 5,83,2018,9,4,Offline,0,0,0,101.15,1,Not_Canceled,1
31811,31811,31814,INN31815,0,2,0,3,Meal Plan 1,0,Room_Type 2,85,2018,7,26,Online,0,0,0,106.54,1,Not_Canceled,8
31812,31812,31815,INN31816,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,4,7,Online,0,0,0,101.0,1,Not_Canceled,2
31813,31813,31816,INN31817,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,2017,9,25,Online,0,0,0,180.0,0,Not_Canceled,4
31814,31814,31817,INN31818,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,2018,1,19,Offline,0,0,0,71.0,0,Not_Canceled,1
31815,31815,31818,INN31819,3,1,0,3,Meal Plan 1,0,Room_Type 6,2,2018,10,19,Online,0,0,0,198.28,1,Not_Canceled,6
31816,31816,31819,INN31820,2,0,0,2,Meal Plan 1,0,Room_Type 4,0,2017,10,15,Online,0,0,0,136.0,1,Not_Canceled,4
31817,31817,31820,INN31821,2,0,2,1,Meal Plan 1,0,Room_Type 4,55,2017,11,22,Offline,0,0,0,60.0,0,Not_Canceled,4
31818,31818,31821,INN31822,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,Canceled,7
31819,31819,31822,INN31823,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,76.0,0,Not_Canceled,1
31820,31820,31823,INN31824,2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,7,17,Online,0,0,0,90.95,1,Not_Canceled,2
31821,31821,31824,INN31825,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled,7
31822,31822,31825,INN31826,2,0,2,2,Meal Plan 1,0,Room_Type 1,41,2018,11,12,Online,0,0,0,93.93,2,Not_Canceled,2
31823,31823,31826,INN31827,1,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,11,10,Online,0,0,0,120.0,0,Canceled,2
31824,31824,31827,INN31828,2,0,0,1,Meal Plan 1,0,Room_Type 1,251,2018,9,3,Online,0,0,0,96.3,1,Canceled,2
31825,31825,31828,INN31829,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,5,19,Online,0,0,0,168.3,0,Not_Canceled,3
31826,31826,31829,INN31830,2,0,1,0,Meal Plan 1,0,Room_Type 2,7,2017,12,20,Online,0,0,0,77.25,0,Not_Canceled,8
31827,31827,31830,INN31831,2,0,2,1,Meal Plan 1,0,Room_Type 1,20,2017,12,27,Offline,0,0,0,58.0,0,Not_Canceled,1
31828,31828,31831,INN31832,3,0,0,5,Meal Plan 1,0,Room_Type 1,249,2018,12,27,Offline,0,0,0,184.65,0,Not_Canceled,1
31829,31829,31832,INN31833,2,0,1,3,Meal Plan 1,0,Room_Type 1,89,2018,4,7,Online,0,0,0,63.49,1,Not_Canceled,2
31830,31830,31833,INN31834,2,0,2,2,Meal Plan 1,0,Room_Type 1,147,2018,5,22,Online,0,0,0,99.45,1,Not_Canceled,2
31831,31831,31834,INN31835,2,0,2,1,Meal Plan 1,0,Room_Type 1,222,2018,9,3,Online,0,0,0,99.6,1,Not_Canceled,2
31832,31832,31835,INN31836,2,0,2,3,Meal Plan 1,0,Room_Type 1,5,2018,4,21,Online,0,0,0,125.0,1,Not_Canceled,2
31833,31833,31836,INN31837,2,0,2,5,Meal Plan 1,0,Room_Type 1,164,2018,10,4,Offline,0,0,0,82.28,0,Not_Canceled,1
31834,31834,31837,INN31838,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,3,2,Online,0,0,0,86.0,0,Not_Canceled,2
31835,31835,31838,INN31839,2,0,2,2,Not Selected,0,Room_Type 1,7,2018,10,28,Online,0,0,0,100.1,1,Not_Canceled,3
31836,31836,31839,INN31840,2,0,2,1,Meal Plan 1,0,Room_Type 1,24,2018,11,13,Offline,0,0,0,80.0,0,Not_Canceled,1
31837,31837,31840,INN31841,2,0,0,1,Meal Plan 1,0,Room_Type 1,52,2018,3,5,Online,0,0,0,78.3,0,Canceled,2
31838,31838,31841,INN31842,1,0,0,3,Not Selected,0,Room_Type 1,1,2018,11,17,Online,0,0,0,95.0,2,Not_Canceled,3
31839,31839,31842,INN31843,1,0,1,2,Meal Plan 1,0,Room_Type 1,37,2018,4,29,Online,0,0,0,121.5,1,Not_Canceled,2
31840,31840,31843,INN31844,2,1,0,1,Meal Plan 1,0,Room_Type 1,54,2018,10,25,Online,0,0,0,123.3,2,Not_Canceled,2
31841,31841,31844,INN31845,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,14,Online,0,0,0,72.8,0,Not_Canceled,2
31842,31842,31845,INN31846,3,0,1,0,Meal Plan 1,0,Room_Type 4,119,2018,9,19,Online,0,0,0,162.0,1,Not_Canceled,4
31843,31843,31846,INN31847,2,0,0,3,Meal Plan 1,0,Room_Type 1,60,2018,6,21,Offline,0,0,0,75.48,0,Not_Canceled,1
31844,31844,31847,INN31848,2,0,0,2,Meal Plan 1,0,Room_Type 1,53,2018,6,30,Online,0,0,0,119.7,1,Not_Canceled,2
31845,31845,31848,INN31849,2,0,0,2,Meal Plan 1,0,Room_Type 4,37,2018,6,17,Offline,0,0,0,96.3,0,Not_Canceled,4
31846,31846,31849,INN31850,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,95.0,0,Canceled,1
31847,31847,31850,INN31851,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled,7
31848,31848,31851,INN31852,2,0,0,3,Meal Plan 1,0,Room_Type 1,8,2017,9,3,Online,0,0,0,117.67,2,Not_Canceled,2
31849,31849,31852,INN31853,2,2,0,1,Meal Plan 1,0,Room_Type 6,0,2018,8,17,Online,0,0,0,230.0,1,Not_Canceled,6
